2025-12-25 08:29:56 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:30:00 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:30:00 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:30:19 | INFO | ai_service.api:get_unified_processor:174 | Initializing Unified Processor (Lazy Loading)...
2025-12-25 08:30:19 | INFO | ai_service.pipelines.processor:__init__:32 | Unified Processor initialized
2025-12-25 08:30:19 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 60aaeb0b-76f1-4a28-995e-779523400a6e
2025-12-25 08:30:19 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:30:19 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-25 08:30:21 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 0
2025-12-25 08:30:21 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:30:21 | INFO | ai_service.pipelines.classify:__init__:41 | Classification pipeline initialized
2025-12-25 08:30:22 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Infrastructure' with confidence 0.111
2025-12-25 08:30:22 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:30:22 | INFO | ai_service.models.summarizer:__init__:34 | Loading summarization model: sshleifer/distilbart-cnn-6-6
2025-12-25 08:30:24 | INFO | ai_service.models.summarizer:__init__:41 | Summarizer loaded successfully on cpu
2025-12-25 08:30:24 | INFO | ai_service.pipelines.summarize:__init__:38 | Summarization pipeline initialized
2025-12-25 08:30:28 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 141 chars from 425 chars
2025-12-25 08:30:28 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:30:28 | INFO | ai_service.models.ner:__init__:31 | Loading NER model: dslim/distilbert-NER
2025-12-25 08:30:29 | INFO | ai_service.models.ner:__init__:41 | NER model loaded successfully on cpu
2025-12-25 08:30:29 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:30:29 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:30:30 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:30:30 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:30:30 | INFO | ai_service.pipelines.ner:__init__:32 | NER pipeline initialized
2025-12-25 08:30:35 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Flood' with confidence 0.108
2025-12-25 08:30:35 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:30:35 | INFO | ai_service.pipelines.verification:__init__:44 | Loading Report Classifier: valhalla/distilbart-mnli-12-1
2025-12-25 08:30:35 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:30:37 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:30:37 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:30:37 | INFO | ai_service.pipelines.verification:__init__:52 | Loading News Classifier: hamzab/roberta-fake-news-classification
2025-12-25 08:30:39 | INFO | ai_service.pipelines.verification:__init__:65 | Model ID2Label: {0: 'FAKE', 1: 'TRUE'}
2025-12-25 08:30:39 | INFO | ai_service.pipelines.verification:__init__:71 | Verification pipeline initialized
2025-12-25 08:30:39 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 60aaeb0b-76f1-4a28-995e-779523400a6e
2025-12-25 08:30:40 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report b3ba6c9e-4998-45d6-9080-f13b2be23359
2025-12-25 08:30:41 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.112
2025-12-25 08:30:44 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 185 chars from 414 chars
2025-12-25 08:30:49 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.096
2025-12-25 08:30:49 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report b3ba6c9e-4998-45d6-9080-f13b2be23359
2025-12-25 08:30:50 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 77187c7b-548f-4b6b-936a-a05160251c88
2025-12-25 08:30:51 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Transportation' with confidence 0.111
2025-12-25 08:30:54 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 220 chars from 356 chars
2025-12-25 08:30:59 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Seismic Activity' with confidence 0.072
2025-12-25 08:30:59 | INFO | ai_service.pipelines.fact_check:__init__:28 | FactCheck pipeline initialized
2025-12-25 08:30:59 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Amateur Inventor Develops Saltwater Battery Capable of Powering a Home for a Decade Without Recharging. Content A retired chemistry news
2025-12-25 08:31:03 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 77187c7b-548f-4b6b-936a-a05160251c88
2025-12-25 08:31:04 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report f541ebdf-57ee-4993-ab32-db559c1e80ae
2025-12-25 08:31:05 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.111
2025-12-25 08:31:10 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 294 chars from 436 chars
2025-12-25 08:31:15 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.086
2025-12-25 08:31:15 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Mandatory Social Credit Score Linked to Digital Wallets to be Implemented for Online Shopping. Content A leaked draft from news
2025-12-25 08:31:20 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report f541ebdf-57ee-4993-ab32-db559c1e80ae
2025-12-25 08:32:52 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:32:56 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:32:56 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:33:02 | INFO | ai_service.api:get_unified_processor:174 | Initializing Unified Processor (Lazy Loading)...
2025-12-25 08:33:02 | INFO | ai_service.pipelines.processor:__init__:32 | Unified Processor initialized
2025-12-25 08:33:02 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 44e8e61d-b759-4507-aaa7-c18cd39770da
2025-12-25 08:33:02 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:33:02 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-25 08:33:03 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 0
2025-12-25 08:33:03 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:33:03 | INFO | ai_service.pipelines.classify:__init__:41 | Classification pipeline initialized
2025-12-25 08:33:05 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Infrastructure' with confidence 0.111
2025-12-25 08:33:05 | INFO | ai_service.utils:get_device:185 | Using device: cpu
